STT,Mã học phần,Tên học phần,Tín chỉ,Học phần tiên quyết/song hành,Ghi chú
,,A. Toán & Khoa học Tự nhiên (Mathematics and Basic Sciences) [BB],,,
,,A.1. Toán (Mathematics) [BB],,,
1,MT1003,Giải tích 1,4,,
,,Calculus 1,,,
2,MT1009,Phương pháp tính,3,MT1003(KN),
,,Numerical Methods,,,
3,MT1005,Giải tích 2,4,MT1003(KN),
,,Calculus 2,,,
4,MT1007,Đại số Tuyến tính,3,,
,,Linear Algebra,,,
5,MT2013,Xác suất và Thống kê,4,MT1007(KN),
,,Probability and Statistics,,,
,,A.2. Khoa học Tự nhiên (Basic Sciences) [BB],,,
1,PH1005,Vật lý 2,4,PH1003(KN),
,,General Physics 2,,,
2,PH1007,Thí nghiệm Vật lý,1,,
,,General Physics Labs,,,
3,PH1003,Vật lý 1,4,,
,,General Physics 1,,,
4,CH1003,Hóa đại cương,3,,
,,General Chemistry,,,
,,B. Giáo dục chung (General education) [BB],,,
,,B.1. Kinh tế - Chính trị - Xã hội - Luật (Socials and Economics) [BB],,,
1,SP1007,Pháp luật Việt Nam Đại cương,2,,
,,Introduction to Vietnamese Law,,,
2,SP1035,Chủ nghĩa Xã hội Khoa học,2,SP1033(KN),
,,Scientific Socialism,,,
3,SP1033,Kinh tế Chính trị Mác - Lênin,2,SP1031(KN),
,,Marxist - Leninist Political Economy,,,
4,SP1037,Tư tưởng Hồ Chí Minh,2,SP1039(KN),
,,Ho Chi Minh Ideology,,,
5,SP1031,Triết học Mác - Lênin,3,,
,,Marxist - Leninist Philosophy,,,
6,SP1039,Lịch sử Đảng Cộng sản Việt Nam,2,SP1035(KN),
,,History of Vietnamese Communist Party,,,
,,B.2. Nhập môn (Foundational courses) [BB],,,
1,TR1007,Nhập môn kỹ thuật về kỹ thuật Đường sắt,3,,
,,Introduction to High Speed Railway,,,
,,B.3. Kiến thức quản lý/ khởi nghiệp (Management/Startup Knowledge) [TC],,,
,,B.3.1. Kiến thức quản lý/ khởi nghiệp (Management/Startup Knowledge) [TC],,,
1,IM3107,Khởi nghiệp và đổi mới sáng tạo,3,,
,,Entrepreneurship and Innovation,,,
2,IM3001,Quản trị Kinh doanh cho Kỹ sư,3,,
,,Business Administration for Engineers,,,
3,ME1019,Quản lý năng suất và chất lượng,3,,
,,Quality and Productivity Management,,,
4,IM1027,Kinh tế Kỹ thuật,3,,
,,Engineering Economics,,,
5,IM1025,Quản lý Dự án cho Kỹ sư,3,,
,,Project Management for Engineers,,,
6,IM1023,Quản lý Sản xuất cho Kỹ sư,3,,
,,Production and Operations Management for Engineers,,,
7,IM1013,Kinh tế học Đại cương,3,,
,,Economics,,,
