STT,Mã học phần,Tên học phần,Tín chỉ,Học phần tiên quyết/song hành,Ghi chú
,,A. Toán và Khoa học tự nhiên (Mathematics and Basic Sciences) [BB],30,,
,,A1. Toán (Mathematics) [BB],15,,
1,MT1003,Giải tích 1,4,,
,,Calculus 1,,,
2,MT1005,Giải tích 2,4,MT1003(KN),
,,Calculus 2,,,
3,MT1007,Đại số Tuyến tính,3,,
,,Linear Algebra,,,
4,MT2013,Xác suất và Thống kê,4,MT1007(KN),
,,Probability and Statistics,,,
,,A2. Khoa học tự nhiên (Basic Sciences) [BB],8,,
1,CH1003,Hóa đại cương,3,,
,,General Chemistry,,,
2,PH1003,Vật lý 1,4,,
,,General Physics 1,,,
3,PH1007,Thí nghiệm Vật lý,1,,
,,General Physics Labs,,,
,,A3. Các môn toán và Khoa học tự nhiên khác (Other Mathematics and Natural Sciences) [BB],7,,
1,EN1017,Hóa Môi trường,3,,
,,Environmental Chemistry,,,
2,EN1015,Vi sinh Vật đại cương và Thí nghiệm,4,,
,,Microbiology and Experiment,,,
,,B. Giáo dục chung (General) [BB],30,,
,,B1. Kinh tế - Chính trị - Xã hội - Luật (Economy - Politics - Society - Law) [BB],13,,
1,SP1007,Pháp luật Việt Nam Đại cương,2,,
,,Introduction to VietNamese Law,,,
2,SP1031,Triết học Mác - Lênin,3,,
,,Marxist - Leninist Philosophy,,,
3,SP1033,Kinh tế Chính trị Mác - Lênin,2,SP1031(KN),
,,Marxist - Leninist Political Economy,,,
4,SP1035,Chủ nghĩa Xã hội Khoa học,2,SP1033(KN),
,,Scientific Socialism,,,
5,SP1037,Tư tưởng Hồ Chí Minh,2,SP1039(KN),
,,Ho Chi Minh Ideology,,,
6,SP1039,Lịch sử Đảng Cộng sản Việt Nam,2,SP1035(KN),
,,History of VieTNamese Communist Party,,,
,,B2. Giáo dục chung khác (Other General ) [BB],9,,
,,B2.1. Nhập môn kỹ thuật (Introduction to engineering) [BB],3,,
1,EN1001,Nhập môn Về kỹ thuật,3,,
,,Introduction to Engineering Profession,,,
,,B2.2. Quản lý và Khởi nghiệp (Start-up and Management) [TC],3,,
1,IM1021,Khởi nghiệp,3,,
,,Entrepreneurship,,,
2,IM1025,Quản lý Dự án cho Kỹ sư,3,,
,,Project Management for Engineers,,,
3,IM1027,Kinh tế Kỹ thuật,3,,
,,Engineering Economics,,,
4,IM1031,Khởi nghiệp và đổi mới sáng tạo,3,,
,,Entrepreneurship and Innovation,,,
5,ME1019,Quản lý năng suất và chất lượng,3,,
,,Quality and Productivity Management,,,
6,ME2173,Các công nghệ 4.0 trong quản lý năng suất và chất lượng,3,,
,,Industry 4.0 technologies in quality and productivity Management,,,
,,B2.3. Con người và môi trường (Human and enviroment) [BB],3,,
1,EN3217,Nhập môn phương pháp nghiên cứu khoa học trong lĩnh vực tài nguyên và môi trường,3,EN1001(KN),
,,Basic Scientific Research Methods in Natural Resources and Environ,,,
,,B3. Ngoại ngữ (English) [BB],8,,
1,LA1003,Anh văn 1,2,,
,,English 1,,,
2,LA1005,Anh văn 2,2,LA1003(TQ),
,,English 2,,,
3,LA1007,Anh văn 3,2,LA1005(TQ),
